fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.15
1;B4;IRRIG;0;0;0.1
1;B4;IRRIG;0;0;0.19
1;B4;IRRIG;0;0;0.19
1;B4;IRRIG;0;0;0.0
1;B4;IRRIG;0;0;0.0
1;B4;IRRIG;0;0;0.0
1;B4;IRRIG;0;0;0.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
2;B3;IRRIG;0;0;0.18
2;B3;IRRIG;0;0;0.07
2;B3;IRRIG;0;0;0.09
2;B3;IRRIG;0;0;0.12
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.28
3;B2;IRRIG;0;0;0.28
3;B2;IRRIG;0;0;0.31
3;B2;IRRIG;0;0;0.3
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;0.97
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
4;B1;IRRIG;0;0;0.02
4;B1;IRRIG;0;0;0.02
4;B1;IRRIG;0;0;0.02
4;B1;IRRIG;0;0;0.02
4;B1;IRRIG;0;0;0.01
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;NIRRIG;1;0;0.44
4;B1;NIRRIG;1;0;0.31
4;B1;NIRRIG;1;0;0.43
4;B1;NIRRIG;1;1;0.67
4;B1;NIRRIG;1;0;0.38
4;B1;NIRRIG;1;0;0.41
4;B1;NIRRIG;1;0;0.49
4;B1;NIRRIG;1;0;0.49
