cenario;dia;seed;genotipo_teste;classe_real_nirrig;classe_predita_nirrig;score_nirrig
EMB48+CD202→BR16;D03;43;BR16;0;0;0.0
EMB48+CD202→BR16;D03;43;BR16;0;0;0.0
EMB48+CD202→BR16;D03;43;BR16;0;0;0.0
EMB48+CD202→BR16;D03;43;BR16;0;0;0.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;43;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;0.998
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.006
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;0;0;0.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;44;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.002
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;0;0;0.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;45;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.008
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;0;0;0.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
EMB48+CD202→BR16;D03;46;BR16;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.38
BR16+EMB48→CD202;D03;42;CD202;0;0;0.276
BR16+EMB48→CD202;D03;42;CD202;0;0;0.12
BR16+EMB48→CD202;D03;42;CD202;0;0;0.25
BR16+EMB48→CD202;D03;42;CD202;1;0;0.046
BR16+EMB48→CD202;D03;42;CD202;1;0;0.022
BR16+EMB48→CD202;D03;42;CD202;1;0;0.02
BR16+EMB48→CD202;D03;42;CD202;1;0;0.018
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.094
BR16+EMB48→CD202;D03;42;CD202;0;0;0.082
BR16+EMB48→CD202;D03;42;CD202;0;0;0.042
BR16+EMB48→CD202;D03;42;CD202;0;0;0.004
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;1;1;0.86
BR16+EMB48→CD202;D03;42;CD202;1;1;0.912
BR16+EMB48→CD202;D03;42;CD202;1;1;0.934
BR16+EMB48→CD202;D03;42;CD202;1;1;0.952
BR16+EMB48→CD202;D03;42;CD202;1;1;0.508
BR16+EMB48→CD202;D03;42;CD202;1;1;0.502
BR16+EMB48→CD202;D03;42;CD202;1;1;0.508
BR16+EMB48→CD202;D03;42;CD202;1;0;0.49
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;1;1;0.878
BR16+EMB48→CD202;D03;42;CD202;1;1;0.91
BR16+EMB48→CD202;D03;42;CD202;1;1;0.93
BR16+EMB48→CD202;D03;42;CD202;1;1;0.95
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.004
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;0;0;0.0
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;0.998
BR16+EMB48→CD202;D03;42;CD202;1;1;0.998
BR16+EMB48→CD202;D03;42;CD202;1;1;1.0
BR16+EMB48→CD202;D03;42;CD202;1;1;0.946
BR16+EMB48→CD202;D03;42;CD202;1;1;0.964
BR16+EMB48→CD202;D03;42;CD202;1;1;0.964
BR16+EMB48→CD202;D03;42;CD202;1;1;0.966
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.362
BR16+EMB48→CD202;D03;43;CD202;0;0;0.276
BR16+EMB48→CD202;D03;43;CD202;0;0;0.136
BR16+EMB48→CD202;D03;43;CD202;0;0;0.254
BR16+EMB48→CD202;D03;43;CD202;1;0;0.042
BR16+EMB48→CD202;D03;43;CD202;1;0;0.024
BR16+EMB48→CD202;D03;43;CD202;1;0;0.024
BR16+EMB48→CD202;D03;43;CD202;1;0;0.016
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.102
BR16+EMB48→CD202;D03;43;CD202;0;0;0.096
BR16+EMB48→CD202;D03;43;CD202;0;0;0.048
BR16+EMB48→CD202;D03;43;CD202;0;0;0.01
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;1;1;0.85
BR16+EMB48→CD202;D03;43;CD202;1;1;0.91
BR16+EMB48→CD202;D03;43;CD202;1;1;0.94
BR16+EMB48→CD202;D03;43;CD202;1;1;0.954
BR16+EMB48→CD202;D03;43;CD202;1;0;0.494
BR16+EMB48→CD202;D03;43;CD202;1;0;0.47
BR16+EMB48→CD202;D03;43;CD202;1;0;0.484
BR16+EMB48→CD202;D03;43;CD202;1;0;0.468
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;1;1;0.858
BR16+EMB48→CD202;D03;43;CD202;1;1;0.908
BR16+EMB48→CD202;D03;43;CD202;1;1;0.938
BR16+EMB48→CD202;D03;43;CD202;1;1;0.952
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.02
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;0;0;0.0
BR16+EMB48→CD202;D03;43;CD202;1;1;0.998
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;0.996
BR16+EMB48→CD202;D03;43;CD202;1;1;1.0
BR16+EMB48→CD202;D03;43;CD202;1;1;0.93
BR16+EMB48→CD202;D03;43;CD202;1;1;0.958
BR16+EMB48→CD202;D03;43;CD202;1;1;0.954
BR16+EMB48→CD202;D03;43;CD202;1;1;0.96
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.342
BR16+EMB48→CD202;D03;44;CD202;0;0;0.26
BR16+EMB48→CD202;D03;44;CD202;0;0;0.132
BR16+EMB48→CD202;D03;44;CD202;0;0;0.236
BR16+EMB48→CD202;D03;44;CD202;1;0;0.048
BR16+EMB48→CD202;D03;44;CD202;1;0;0.026
BR16+EMB48→CD202;D03;44;CD202;1;0;0.022
BR16+EMB48→CD202;D03;44;CD202;1;0;0.02
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.1
BR16+EMB48→CD202;D03;44;CD202;0;0;0.09
BR16+EMB48→CD202;D03;44;CD202;0;0;0.036
BR16+EMB48→CD202;D03;44;CD202;0;0;0.006
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;1;1;0.874
BR16+EMB48→CD202;D03;44;CD202;1;1;0.916
BR16+EMB48→CD202;D03;44;CD202;1;1;0.932
BR16+EMB48→CD202;D03;44;CD202;1;1;0.946
BR16+EMB48→CD202;D03;44;CD202;1;1;0.532
BR16+EMB48→CD202;D03;44;CD202;1;0;0.492
BR16+EMB48→CD202;D03;44;CD202;1;0;0.494
BR16+EMB48→CD202;D03;44;CD202;1;0;0.47
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;1;1;0.886
BR16+EMB48→CD202;D03;44;CD202;1;1;0.918
BR16+EMB48→CD202;D03;44;CD202;1;1;0.932
BR16+EMB48→CD202;D03;44;CD202;1;1;0.946
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.01
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;0;0;0.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;1.0
BR16+EMB48→CD202;D03;44;CD202;1;1;0.92
BR16+EMB48→CD202;D03;44;CD202;1;1;0.952
BR16+EMB48→CD202;D03;44;CD202;1;1;0.954
BR16+EMB48→CD202;D03;44;CD202;1;1;0.954
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.354
BR16+EMB48→CD202;D03;45;CD202;0;0;0.268
BR16+EMB48→CD202;D03;45;CD202;0;0;0.116
BR16+EMB48→CD202;D03;45;CD202;0;0;0.232
BR16+EMB48→CD202;D03;45;CD202;1;0;0.06
BR16+EMB48→CD202;D03;45;CD202;1;0;0.032
BR16+EMB48→CD202;D03;45;CD202;1;0;0.03
BR16+EMB48→CD202;D03;45;CD202;1;0;0.03
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.076
BR16+EMB48→CD202;D03;45;CD202;0;0;0.068
BR16+EMB48→CD202;D03;45;CD202;0;0;0.018
BR16+EMB48→CD202;D03;45;CD202;0;0;0.002
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;1;1;0.866
BR16+EMB48→CD202;D03;45;CD202;1;1;0.916
BR16+EMB48→CD202;D03;45;CD202;1;1;0.934
BR16+EMB48→CD202;D03;45;CD202;1;1;0.952
BR16+EMB48→CD202;D03;45;CD202;1;0;0.47
BR16+EMB48→CD202;D03;45;CD202;1;0;0.448
BR16+EMB48→CD202;D03;45;CD202;1;0;0.462
BR16+EMB48→CD202;D03;45;CD202;1;0;0.464
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;1;1;0.876
BR16+EMB48→CD202;D03;45;CD202;1;1;0.912
BR16+EMB48→CD202;D03;45;CD202;1;1;0.93
BR16+EMB48→CD202;D03;45;CD202;1;1;0.95
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.004
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;0;0;0.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;1.0
BR16+EMB48→CD202;D03;45;CD202;1;1;0.932
BR16+EMB48→CD202;D03;45;CD202;1;1;0.95
BR16+EMB48→CD202;D03;45;CD202;1;1;0.948
BR16+EMB48→CD202;D03;45;CD202;1;1;0.952
BR16+EMB48→CD202;D03;46;CD202;0;0;0.0
BR16+EMB48→CD202;D03;46;CD202;0;0;0.0
BR16+EMB48→CD202;D03;46;CD202;0;0;0.0
BR16+EMB48→CD202;D03;46;CD202;0;0;0.0
BR16+EMB48→CD202;D03;46;CD202;0;0;0.314
