fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.31
1;B4;IRRIG;0;0;0.31
1;B4;IRRIG;0;0;0.11
1;B4;IRRIG;0;0;0.01
1;B4;IRRIG;0;0;0.0
1;B4;IRRIG;0;0;0.0
1;B4;IRRIG;0;0;0.0
1;B4;IRRIG;0;0;0.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
3;B2;IRRIG;0;0;0.12
3;B2;IRRIG;0;0;0.1
3;B2;IRRIG;0;0;0.02
3;B2;IRRIG;0;0;0.02
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;NIRRIG;1;1;0.54
3;B2;NIRRIG;1;1;0.51
3;B2;NIRRIG;1;1;0.57
3;B2;NIRRIG;1;1;0.57
3;B2;NIRRIG;1;1;0.93
3;B2;NIRRIG;1;1;0.95
3;B2;NIRRIG;1;1;0.95
3;B2;NIRRIG;1;1;0.95
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;0.98
4;B1;NIRRIG;1;1;0.99
4;B1;NIRRIG;1;1;0.99
4;B1;NIRRIG;1;1;0.99
