seed;fold;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
42;1;IRRIG;0;0;0.25
42;1;IRRIG;0;0;0.19
42;1;NIRRIG;1;1;0.92
42;1;NIRRIG;1;1;0.91
42;1;IRRIG;0;0;0.03
42;1;NIRRIG;1;1;0.9
42;1;NIRRIG;1;1;0.91
42;1;NIRRIG;1;1;0.93
42;1;IRRIG;0;0;0.33
42;1;IRRIG;0;0;0.32
42;1;IRRIG;0;0;0.33
42;1;NIRRIG;1;1;0.98
42;1;NIRRIG;1;1;0.85
42;1;NIRRIG;1;1;0.86
42;1;IRRIG;0;0;0.02
42;1;IRRIG;0;0;0.11
42;2;IRRIG;0;0;0.13
42;2;IRRIG;0;0;0.07
42;2;IRRIG;0;0;0.18
42;2;IRRIG;0;0;0.12
42;2;NIRRIG;1;1;0.96
42;2;IRRIG;0;0;0.02
42;2;IRRIG;0;0;0.02
42;2;NIRRIG;1;1;0.95
42;2;NIRRIG;1;1;0.96
42;2;NIRRIG;1;1;0.93
42;2;IRRIG;0;0;0.02
42;2;IRRIG;0;0;0.08
42;2;NIRRIG;1;1;0.55
42;2;NIRRIG;1;1;0.88
42;2;NIRRIG;1;1;0.91
42;2;NIRRIG;1;1;0.9
42;3;IRRIG;0;0;0.01
42;3;IRRIG;0;0;0.08
42;3;NIRRIG;1;1;0.92
42;3;NIRRIG;1;1;0.86
42;3;IRRIG;0;0;0.02
42;3;NIRRIG;1;1;0.88
42;3;NIRRIG;1;1;0.96
42;3;IRRIG;0;0;0.05
42;3;IRRIG;0;0;0.05
42;3;IRRIG;0;0;0.06
42;3;NIRRIG;1;1;0.84
42;3;NIRRIG;1;1;0.8
42;3;NIRRIG;1;1;0.53
42;3;IRRIG;0;0;0.03
42;3;IRRIG;0;0;0.07
42;3;NIRRIG;1;1;0.94
42;4;IRRIG;0;0;0.19
42;4;IRRIG;0;0;0.04
42;4;IRRIG;0;0;0.11
42;4;IRRIG;0;0;0.11
42;4;NIRRIG;1;1;0.95
42;4;NIRRIG;1;1;0.98
42;4;NIRRIG;1;1;0.99
42;4;NIRRIG;1;1;0.9
42;4;IRRIG;0;0;0.05
42;4;IRRIG;0;0;0.03
42;4;NIRRIG;1;1;0.94
42;4;IRRIG;0;0;0.23
42;4;IRRIG;0;0;0.06
42;4;NIRRIG;1;1;0.9
42;4;NIRRIG;1;1;0.87
42;4;NIRRIG;1;1;0.88
43;1;IRRIG;0;0;0.06
43;1;IRRIG;0;0;0.08
43;1;IRRIG;0;0;0.11
43;1;NIRRIG;1;1;0.97
43;1;NIRRIG;1;1;0.97
43;1;NIRRIG;1;1;0.94
43;1;IRRIG;0;0;0.06
43;1;IRRIG;0;0;0.04
43;1;IRRIG;0;0;0.04
43;1;NIRRIG;1;1;0.91
43;1;NIRRIG;1;1;0.91
43;1;NIRRIG;1;1;0.88
43;1;IRRIG;0;0;0.19
43;1;IRRIG;0;0;0.26
43;1;NIRRIG;1;1;0.78
43;1;NIRRIG;1;1;0.96
43;2;IRRIG;0;0;0.07
43;2;IRRIG;0;0;0.04
43;2;IRRIG;0;0;0.18
43;2;IRRIG;0;0;0.11
43;2;IRRIG;0;0;0.11
43;2;NIRRIG;1;1;0.98
43;2;NIRRIG;1;1;0.81
43;2;NIRRIG;1;1;0.81
43;2;NIRRIG;1;1;0.96
43;2;NIRRIG;1;1;0.96
43;2;IRRIG;0;0;0.19
43;2;IRRIG;0;0;0.18
43;2;IRRIG;0;0;0.04
43;2;NIRRIG;1;1;0.93
43;2;NIRRIG;1;1;0.9
43;2;NIRRIG;1;1;0.96
43;3;IRRIG;0;0;0.04
43;3;IRRIG;0;0;0.06
43;3;NIRRIG;1;1;0.87
43;3;NIRRIG;1;1;0.87
43;3;IRRIG;0;0;0.0
43;3;NIRRIG;1;1;0.98
43;3;NIRRIG;1;1;0.75
43;3;NIRRIG;1;1;0.79
43;3;NIRRIG;1;1;0.82
43;3;IRRIG;0;0;0.07
43;3;IRRIG;0;0;0.11
43;3;IRRIG;0;0;0.1
43;3;IRRIG;0;0;0.09
43;3;IRRIG;0;0;0.08
43;3;NIRRIG;1;1;0.86
43;3;NIRRIG;1;1;0.99
43;4;IRRIG;0;0;0.19
43;4;IRRIG;0;0;0.08
43;4;IRRIG;0;0;0.12
43;4;NIRRIG;1;1;0.93
43;4;IRRIG;0;0;0.03
43;4;IRRIG;0;0;0.03
43;4;NIRRIG;1;1;0.89
43;4;IRRIG;0;0;0.01
43;4;NIRRIG;1;1;0.77
43;4;NIRRIG;1;1;0.86
43;4;NIRRIG;1;1;0.66
43;4;IRRIG;0;0;0.11
43;4;IRRIG;0;0;0.04
43;4;NIRRIG;1;0;0.5
43;4;NIRRIG;1;1;0.83
43;4;NIRRIG;1;1;0.99
44;1;IRRIG;0;0;0.01
44;1;NIRRIG;1;1;0.88
44;1;IRRIG;0;0;0.06
44;1;NIRRIG;1;1;0.8
44;1;NIRRIG;1;1;0.73
44;1;NIRRIG;1;1;0.74
44;1;IRRIG;0;0;0.0
44;1;NIRRIG;1;1;0.82
44;1;IRRIG;0;0;0.0
44;1;NIRRIG;1;1;0.81
44;1;NIRRIG;1;1;0.97
44;1;IRRIG;0;0;0.16
44;1;IRRIG;0;0;0.17
44;1;NIRRIG;1;1;0.96
44;1;IRRIG;0;0;0.05
44;1;IRRIG;0;0;0.01
44;2;IRRIG;0;0;0.12
44;2;IRRIG;0;0;0.05
44;2;IRRIG;0;0;0.16
44;2;IRRIG;0;0;0.18
44;2;IRRIG;0;0;0.05
44;2;NIRRIG;1;1;0.95
44;2;NIRRIG;1;1;0.72
44;2;NIRRIG;1;1;0.76
44;2;NIRRIG;1;1;0.86
44;2;IRRIG;0;0;0.05
44;2;IRRIG;0;0;0.07
44;2;NIRRIG;1;1;0.8
44;2;IRRIG;0;0;0.09
44;2;NIRRIG;1;1;0.91
44;2;NIRRIG;1;1;0.91
44;2;NIRRIG;1;1;0.9
44;3;IRRIG;0;0;0.21
44;3;IRRIG;0;0;0.38
44;3;IRRIG;0;0;0.31
44;3;IRRIG;0;0;0.35
44;3;NIRRIG;1;1;0.96
44;3;NIRRIG;1;1;0.95
44;3;IRRIG;0;0;0.04
44;3;IRRIG;0;0;0.03
44;3;NIRRIG;1;1;0.71
44;3;NIRRIG;1;1;0.66
44;3;NIRRIG;1;1;0.54
44;3;IRRIG;0;0;0.08
44;3;IRRIG;0;0;0.13
44;3;NIRRIG;1;1;0.54
44;3;NIRRIG;1;1;0.76
44;3;NIRRIG;1;1;0.99
44;4;IRRIG;0;0;0.1
44;4;IRRIG;0;0;0.11
44;4;NIRRIG;1;1;0.82
44;4;IRRIG;0;0;0.01
44;4;NIRRIG;1;1;0.85
44;4;NIRRIG;1;1;0.99
44;4;IRRIG;0;0;0.04
44;4;IRRIG;0;0;0.03
44;4;NIRRIG;1;1;0.97
44;4;NIRRIG;1;1;0.92
44;4;NIRRIG;1;1;0.94
44;4;IRRIG;0;0;0.15
44;4;IRRIG;0;0;0.1
44;4;IRRIG;0;0;0.07
44;4;NIRRIG;1;1;0.84
44;4;NIRRIG;1;1;0.92
45;1;IRRIG;0;0;0.01
45;1;IRRIG;0;0;0.09
45;1;NIRRIG;1;1;0.87
45;1;IRRIG;0;0;0.13
45;1;NIRRIG;1;1;0.75
45;1;NIRRIG;1;1;0.74
45;1;NIRRIG;1;1;0.9
45;1;NIRRIG;1;1;0.87
45;1;NIRRIG;1;1;0.84
45;1;NIRRIG;1;1;0.87
45;1;IRRIG;0;0;0.08
45;1;IRRIG;0;0;0.02
45;1;NIRRIG;1;1;0.78
45;1;IRRIG;0;0;0.26
45;1;IRRIG;0;0;0.03
45;1;IRRIG;0;0;0.04
45;2;IRRIG;0;0;0.05
45;2;IRRIG;0;0;0.24
45;2;IRRIG;0;0;0.23
45;2;NIRRIG;1;1;0.87
45;2;IRRIG;0;0;0.08
45;2;IRRIG;0;0;0.1
45;2;IRRIG;0;0;0.1
45;2;IRRIG;0;0;0.14
45;2;NIRRIG;1;1;0.95
45;2;NIRRIG;1;1;0.9
45;2;IRRIG;0;0;0.12
45;2;NIRRIG;1;1;0.84
45;2;NIRRIG;1;0;0.44
45;2;NIRRIG;1;0;0.44
45;2;NIRRIG;1;0;0.46
45;2;NIRRIG;1;0;0.5
45;3;IRRIG;0;0;0.16
45;3;IRRIG;0;0;0.18
45;3;IRRIG;0;0;0.08
45;3;IRRIG;0;0;0.04
45;3;IRRIG;0;0;0.03
45;3;IRRIG;0;0;0.03
45;3;NIRRIG;1;1;0.96
45;3;NIRRIG;1;1;0.95
45;3;NIRRIG;1;1;0.95
45;3;IRRIG;0;0;0.02
45;3;NIRRIG;1;1;0.96
45;3;NIRRIG;1;1;0.66
45;3;NIRRIG;1;1;0.64
45;3;NIRRIG;1;1;0.67
45;3;IRRIG;0;0;0.07
45;3;NIRRIG;1;1;0.92
45;4;IRRIG;0;0;0.15
45;4;IRRIG;0;0;0.05
45;4;IRRIG;0;0;0.03
45;4;IRRIG;0;0;0.04
45;4;NIRRIG;1;1;0.96
45;4;NIRRIG;1;1;0.88
45;4;NIRRIG;1;1;0.88
45;4;NIRRIG;1;1;0.96
45;4;NIRRIG;1;1;0.95
45;4;IRRIG;0;0;0.09
45;4;NIRRIG;1;1;0.62
45;4;IRRIG;0;0;0.01
45;4;IRRIG;0;0;0.13
45;4;IRRIG;0;0;0.08
45;4;NIRRIG;1;0;0.39
45;4;NIRRIG;1;1;0.82
46;1;IRRIG;0;0;0.1
46;1;IRRIG;0;0;0.05
46;1;IRRIG;0;0;0.01
46;1;IRRIG;0;0;0.04
46;1;IRRIG;0;0;0.03
46;1;NIRRIG;1;1;0.96
46;1;NIRRIG;1;1;0.98
46;1;NIRRIG;1;1;0.89
46;1;NIRRIG;1;1;0.94
46;1;IRRIG;0;0;0.02
46;1;IRRIG;0;0;0.01
46;1;NIRRIG;1;1;0.94
46;1;NIRRIG;1;1;0.84
46;1;NIRRIG;1;1;0.78
46;1;IRRIG;0;0;0.04
46;1;NIRRIG;1;1;0.97
46;2;IRRIG;0;0;0.04
46;2;IRRIG;0;0;0.03
46;2;IRRIG;0;0;0.2
46;2;IRRIG;0;0;0.09
46;2;IRRIG;0;0;0.09
46;2;NIRRIG;1;1;0.9
46;2;NIRRIG;1;1;0.75
46;2;NIRRIG;1;1;0.7
46;2;NIRRIG;1;1;0.91
46;2;NIRRIG;1;1;0.97
46;2;NIRRIG;1;1;0.81
46;2;NIRRIG;1;1;0.82
46;2;IRRIG;0;0;0.06
46;2;NIRRIG;1;1;0.94
46;2;IRRIG;0;0;0.24
46;2;IRRIG;0;0;0.04
