fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.13
1;B4;IRRIG;0;0;0.13
1;B4;IRRIG;0;0;0.13
1;B4;IRRIG;0;0;0.13
1;B4;IRRIG;0;0;0.32
1;B4;IRRIG;0;0;0.27
1;B4;IRRIG;0;0;0.26
1;B4;IRRIG;0;0;0.27
1;B4;NIRRIG;1;1;0.7
1;B4;NIRRIG;1;1;0.83
1;B4;NIRRIG;1;1;0.83
1;B4;NIRRIG;1;1;0.79
1;B4;NIRRIG;1;1;0.8
1;B4;NIRRIG;1;1;0.82
1;B4;NIRRIG;1;1;0.81
1;B4;NIRRIG;1;1;0.81
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.02
2;B3;IRRIG;0;0;0.02
2;B3;IRRIG;0;0;0.02
2;B3;IRRIG;0;0;0.02
2;B3;NIRRIG;1;1;0.56
2;B3;NIRRIG;1;1;0.58
2;B3;NIRRIG;1;1;0.57
2;B3;NIRRIG;1;1;0.54
2;B3;NIRRIG;1;1;0.53
2;B3;NIRRIG;1;1;0.56
2;B3;NIRRIG;1;1;0.56
2;B3;NIRRIG;1;1;0.56
3;B2;IRRIG;0;0;0.17
3;B2;IRRIG;0;0;0.18
3;B2;IRRIG;0;0;0.17
3;B2;IRRIG;0;0;0.09
3;B2;IRRIG;0;1;0.88
3;B2;IRRIG;0;1;0.78
3;B2;IRRIG;0;1;0.78
3;B2;IRRIG;0;1;0.74
3;B2;NIRRIG;1;0;0.33
3;B2;NIRRIG;1;0;0.34
3;B2;NIRRIG;1;0;0.33
3;B2;NIRRIG;1;0;0.34
3;B2;NIRRIG;1;1;0.77
3;B2;NIRRIG;1;1;0.74
3;B2;NIRRIG;1;1;0.7
3;B2;NIRRIG;1;1;0.77
4;B1;IRRIG;0;0;0.05
4;B1;IRRIG;0;0;0.04
4;B1;IRRIG;0;0;0.04
4;B1;IRRIG;0;0;0.04
4;B1;IRRIG;0;1;0.91
4;B1;IRRIG;0;1;0.89
4;B1;IRRIG;0;1;0.81
4;B1;IRRIG;0;1;0.76
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;0.78
4;B1;NIRRIG;1;1;0.79
4;B1;NIRRIG;1;1;0.79
4;B1;NIRRIG;1;1;0.82
