fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.21
1;B4;IRRIG;0;0;0.22
1;B4;IRRIG;0;0;0.15
1;B4;IRRIG;0;0;0.41
1;B4;IRRIG;0;0;0.43
1;B4;IRRIG;0;0;0.44
1;B4;IRRIG;0;0;0.45
1;B4;NIRRIG;1;1;0.86
1;B4;NIRRIG;1;1;0.72
1;B4;NIRRIG;1;1;0.72
1;B4;NIRRIG;1;1;0.75
1;B4;NIRRIG;1;1;0.62
1;B4;NIRRIG;1;1;0.64
1;B4;NIRRIG;1;1;0.62
1;B4;NIRRIG;1;1;0.63
2;B3;IRRIG;0;0;0.21
2;B3;IRRIG;0;0;0.19
2;B3;IRRIG;0;0;0.2
2;B3;IRRIG;0;0;0.17
2;B3;IRRIG;0;0;0.3
2;B3;IRRIG;0;0;0.39
2;B3;IRRIG;0;0;0.37
2;B3;IRRIG;0;0;0.37
2;B3;NIRRIG;1;1;0.99
2;B3;NIRRIG;1;1;0.99
2;B3;NIRRIG;1;1;0.99
2;B3;NIRRIG;1;1;0.99
2;B3;NIRRIG;1;1;0.64
2;B3;NIRRIG;1;1;0.73
2;B3;NIRRIG;1;1;0.76
2;B3;NIRRIG;1;1;0.87
3;B2;IRRIG;0;1;0.81
3;B2;IRRIG;0;1;0.8
3;B2;IRRIG;0;1;0.73
3;B2;IRRIG;0;1;0.74
3;B2;IRRIG;0;0;0.15
3;B2;IRRIG;0;0;0.2
3;B2;IRRIG;0;0;0.25
3;B2;IRRIG;0;0;0.32
3;B2;NIRRIG;1;0;0.14
3;B2;NIRRIG;1;0;0.13
3;B2;NIRRIG;1;0;0.15
3;B2;NIRRIG;1;0;0.17
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
4;B1;IRRIG;0;0;0.19
4;B1;IRRIG;0;0;0.18
4;B1;IRRIG;0;0;0.17
4;B1;IRRIG;0;0;0.14
4;B1;IRRIG;0;0;0.13
4;B1;IRRIG;0;0;0.1
4;B1;IRRIG;0;0;0.06
4;B1;IRRIG;0;0;0.06
4;B1;NIRRIG;1;1;0.97
4;B1;NIRRIG;1;1;0.97
4;B1;NIRRIG;1;1;0.97
4;B1;NIRRIG;1;1;0.97
4;B1;NIRRIG;1;1;0.99
4;B1;NIRRIG;1;1;0.97
4;B1;NIRRIG;1;1;0.97
4;B1;NIRRIG;1;1;0.97
