fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.07
1;B4;IRRIG;0;0;0.06
1;B4;IRRIG;0;0;0.05
1;B4;IRRIG;0;0;0.05
1;B4;IRRIG;0;0;0.02
1;B4;IRRIG;0;0;0.02
1;B4;IRRIG;0;0;0.02
1;B4;IRRIG;0;0;0.02
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;0.99
1;B4;NIRRIG;1;1;0.99
1;B4;NIRRIG;1;1;0.99
1;B4;NIRRIG;1;1;0.99
1;B4;NIRRIG;1;1;0.99
1;B4;NIRRIG;1;1;0.99
1;B4;NIRRIG;1;1;0.99
2;B3;IRRIG;0;0;0.09
2;B3;IRRIG;0;0;0.1
2;B3;IRRIG;0;0;0.1
2;B3;IRRIG;0;0;0.1
2;B3;IRRIG;0;0;0.03
2;B3;IRRIG;0;0;0.03
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.01
2;B3;NIRRIG;1;1;0.88
2;B3;NIRRIG;1;1;0.91
2;B3;NIRRIG;1;1;0.92
2;B3;NIRRIG;1;1;0.92
2;B3;NIRRIG;1;1;0.79
2;B3;NIRRIG;1;1;0.79
2;B3;NIRRIG;1;1;0.78
2;B3;NIRRIG;1;1;0.8
3;B2;IRRIG;0;0;0.05
3;B2;IRRIG;0;0;0.05
3;B2;IRRIG;0;0;0.05
3;B2;IRRIG;0;0;0.05
3;B2;IRRIG;0;0;0.05
3;B2;IRRIG;0;0;0.05
3;B2;IRRIG;0;0;0.06
3;B2;IRRIG;0;0;0.06
3;B2;NIRRIG;1;1;0.98
3;B2;NIRRIG;1;1;0.98
3;B2;NIRRIG;1;1;0.98
3;B2;NIRRIG;1;1;0.98
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;1;0.77
4;B1;IRRIG;0;1;0.76
4;B1;IRRIG;0;1;0.72
4;B1;IRRIG;0;1;0.67
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;0;0.07
4;B1;NIRRIG;1;0;0.07
4;B1;NIRRIG;1;0;0.07
4;B1;NIRRIG;1;0;0.09
