fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.43
1;B4;IRRIG;0;0;0.42
1;B4;IRRIG;0;0;0.42
1;B4;IRRIG;0;0;0.42
1;B4;IRRIG;0;0;0.49
1;B4;IRRIG;0;0;0.49
1;B4;IRRIG;0;0;0.49
1;B4;IRRIG;0;0;0.48
1;B4;NIRRIG;1;1;0.62
1;B4;NIRRIG;1;1;0.64
1;B4;NIRRIG;1;1;0.52
1;B4;NIRRIG;1;1;0.55
1;B4;NIRRIG;1;1;0.85
1;B4;NIRRIG;1;1;0.91
1;B4;NIRRIG;1;1;0.89
1;B4;NIRRIG;1;1;0.91
2;B3;IRRIG;0;0;0.06
2;B3;IRRIG;0;0;0.06
2;B3;IRRIG;0;0;0.07
2;B3;IRRIG;0;0;0.07
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;NIRRIG;1;1;0.92
2;B3;NIRRIG;1;1;0.94
2;B3;NIRRIG;1;1;0.95
2;B3;NIRRIG;1;1;0.93
2;B3;NIRRIG;1;1;0.96
2;B3;NIRRIG;1;1;0.96
2;B3;NIRRIG;1;1;0.91
2;B3;NIRRIG;1;1;0.88
3;B2;IRRIG;0;1;1.0
3;B2;IRRIG;0;1;0.97
3;B2;IRRIG;0;1;0.97
3;B2;IRRIG;0;1;0.95
3;B2;IRRIG;0;1;0.76
3;B2;IRRIG;0;1;0.76
3;B2;IRRIG;0;1;0.76
3;B2;IRRIG;0;1;0.76
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;NIRRIG;1;0;0.36
4;B1;NIRRIG;1;0;0.36
4;B1;NIRRIG;1;0;0.36
4;B1;NIRRIG;1;0;0.36
4;B1;NIRRIG;1;1;0.58
4;B1;NIRRIG;1;1;0.58
4;B1;NIRRIG;1;1;0.58
4;B1;NIRRIG;1;1;0.6
