fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.19
1;B4;IRRIG;0;0;0.1
1;B4;IRRIG;0;0;0.1
1;B4;IRRIG;0;0;0.1
1;B4;IRRIG;0;0;0.29
1;B4;IRRIG;0;0;0.29
1;B4;IRRIG;0;0;0.29
1;B4;IRRIG;0;0;0.28
1;B4;NIRRIG;1;1;0.86
1;B4;NIRRIG;1;1;0.89
1;B4;NIRRIG;1;1;0.89
1;B4;NIRRIG;1;1;0.87
1;B4;NIRRIG;1;1;0.61
1;B4;NIRRIG;1;1;0.63
1;B4;NIRRIG;1;1;0.59
1;B4;NIRRIG;1;1;0.54
2;B3;IRRIG;0;0;0.42
2;B3;IRRIG;0;0;0.39
2;B3;IRRIG;0;0;0.25
2;B3;IRRIG;0;0;0.21
2;B3;IRRIG;0;1;0.68
2;B3;IRRIG;0;1;0.66
2;B3;IRRIG;0;1;0.66
2;B3;IRRIG;0;1;0.68
2;B3;NIRRIG;1;1;0.59
2;B3;NIRRIG;1;1;0.58
2;B3;NIRRIG;1;1;0.58
2;B3;NIRRIG;1;1;0.58
2;B3;NIRRIG;1;1;0.97
2;B3;NIRRIG;1;1;0.97
2;B3;NIRRIG;1;1;0.97
2;B3;NIRRIG;1;1;0.97
3;B2;IRRIG;0;0;0.23
3;B2;IRRIG;0;0;0.22
3;B2;IRRIG;0;0;0.22
3;B2;IRRIG;0;0;0.24
3;B2;IRRIG;0;0;0.37
3;B2;IRRIG;0;0;0.36
3;B2;IRRIG;0;0;0.34
3;B2;IRRIG;0;0;0.32
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;0.61
3;B2;NIRRIG;1;1;0.63
3;B2;NIRRIG;1;1;0.59
3;B2;NIRRIG;1;1;0.59
4;B1;IRRIG;0;0;0.14
4;B1;IRRIG;0;0;0.12
4;B1;IRRIG;0;0;0.11
4;B1;IRRIG;0;0;0.11
4;B1;IRRIG;0;0;0.1
4;B1;IRRIG;0;0;0.15
4;B1;IRRIG;0;0;0.09
4;B1;IRRIG;0;0;0.15
4;B1;NIRRIG;1;1;0.75
4;B1;NIRRIG;1;1;0.67
4;B1;NIRRIG;1;1;0.76
4;B1;NIRRIG;1;1;0.83
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
