seed;fold;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
42;1;NIRRIG;1;1;0.88
42;1;NIRRIG;1;1;0.83
42;1;NIRRIG;1;1;1.0
42;1;IRRIG;0;0;0.0
42;1;IRRIG;0;0;0.0
42;1;IRRIG;0;0;0.0
42;1;NIRRIG;1;1;0.96
42;1;NIRRIG;1;1;0.96
42;1;IRRIG;0;0;0.0
42;1;IRRIG;0;0;0.0
42;1;IRRIG;0;0;0.0
42;1;NIRRIG;1;1;1.0
42;1;NIRRIG;1;1;1.0
42;1;NIRRIG;1;1;1.0
42;1;IRRIG;0;0;0.0
42;1;IRRIG;0;0;0.03
42;2;IRRIG;0;0;0.03
42;2;IRRIG;0;0;0.19
42;2;IRRIG;0;0;0.1
42;2;NIRRIG;1;1;0.89
42;2;NIRRIG;1;1;1.0
42;2;IRRIG;0;0;0.04
42;2;IRRIG;0;0;0.0
42;2;IRRIG;0;0;0.0
42;2;NIRRIG;1;1;1.0
42;2;NIRRIG;1;1;1.0
42;2;IRRIG;0;0;0.01
42;2;IRRIG;0;0;0.0
42;2;NIRRIG;1;1;1.0
42;2;NIRRIG;1;1;1.0
42;2;NIRRIG;1;1;0.97
42;2;NIRRIG;1;1;0.95
42;3;IRRIG;0;0;0.01
42;3;NIRRIG;1;1;0.79
42;3;NIRRIG;1;1;1.0
42;3;IRRIG;0;0;0.0
42;3;IRRIG;0;0;0.0
42;3;NIRRIG;1;1;1.0
42;3;NIRRIG;1;1;0.87
42;3;IRRIG;0;0;0.03
42;3;IRRIG;0;0;0.05
42;3;IRRIG;0;0;0.06
42;3;NIRRIG;1;1;1.0
42;3;NIRRIG;1;1;1.0
42;3;NIRRIG;1;1;1.0
42;3;IRRIG;0;0;0.01
42;3;IRRIG;0;0;0.01
42;3;NIRRIG;1;1;1.0
42;4;IRRIG;0;0;0.28
42;4;IRRIG;0;0;0.17
42;4;IRRIG;0;0;0.08
42;4;IRRIG;0;0;0.08
42;4;NIRRIG;1;1;1.0
42;4;NIRRIG;1;1;1.0
42;4;NIRRIG;1;1;1.0
42;4;NIRRIG;1;1;0.86
42;4;IRRIG;0;0;0.01
42;4;IRRIG;0;0;0.01
42;4;NIRRIG;1;1;1.0
42;4;IRRIG;0;0;0.01
42;4;IRRIG;0;0;0.0
42;4;NIRRIG;1;1;1.0
42;4;NIRRIG;1;1;0.97
42;4;NIRRIG;1;1;0.97
43;1;IRRIG;0;0;0.03
43;1;IRRIG;0;0;0.1
43;1;NIRRIG;1;1;0.88
43;1;IRRIG;0;0;0.0
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;1;IRRIG;0;0;0.0
43;1;IRRIG;0;0;0.0
43;1;IRRIG;0;0;0.03
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;1;IRRIG;0;0;0.02
43;1;IRRIG;0;0;0.06
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;0.98
43;2;IRRIG;0;0;0.03
43;2;IRRIG;0;0;0.03
43;2;IRRIG;0;0;0.06
43;2;IRRIG;0;0;0.03
43;2;NIRRIG;1;1;0.89
43;2;NIRRIG;1;1;1.0
43;2;IRRIG;0;0;0.03
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;0.98
43;2;IRRIG;0;0;0.0
43;2;IRRIG;0;0;0.0
43;2;IRRIG;0;0;0.01
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;0.99
43;3;IRRIG;0;0;0.03
43;3;NIRRIG;1;1;0.88
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;1.0
43;3;IRRIG;0;0;0.0
43;3;IRRIG;0;0;0.0
43;3;NIRRIG;1;1;0.72
43;3;NIRRIG;1;1;0.72
43;3;NIRRIG;1;1;0.83
43;3;IRRIG;0;0;0.0
43;3;IRRIG;0;0;0.03
43;3;IRRIG;0;0;0.03
43;3;IRRIG;0;0;0.0
43;3;IRRIG;0;0;0.0
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;1.0
43;4;IRRIG;0;0;0.14
43;4;NIRRIG;1;1;0.86
43;4;NIRRIG;1;1;1.0
43;4;IRRIG;0;0;0.01
43;4;IRRIG;0;0;0.01
43;4;IRRIG;0;0;0.0
43;4;IRRIG;0;0;0.0
43;4;IRRIG;0;0;0.0
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;1.0
43;4;IRRIG;0;0;0.0
43;4;IRRIG;0;0;0.03
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;0.92
44;1;IRRIG;0;0;0.05
44;1;NIRRIG;1;0;0.13
44;1;NIRRIG;1;0;0.14
44;1;NIRRIG;1;0;0.14
44;1;NIRRIG;1;0;0.14
44;1;NIRRIG;1;1;1.0
44;1;NIRRIG;1;1;1.0
44;1;IRRIG;0;0;0.0
44;1;IRRIG;0;0;0.01
44;1;IRRIG;0;0;0.01
44;1;NIRRIG;1;1;0.95
44;1;IRRIG;0;0;0.0
44;1;IRRIG;0;0;0.0
44;1;NIRRIG;1;1;1.0
44;1;IRRIG;0;0;0.0
44;1;IRRIG;0;0;0.0
44;2;IRRIG;0;0;0.04
44;2;IRRIG;0;0;0.0
44;2;NIRRIG;1;1;1.0
