fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.01
1;B4;IRRIG;0;0;0.02
1;B4;IRRIG;0;0;0.02
1;B4;IRRIG;0;0;0.02
1;B4;IRRIG;0;0;0.14
1;B4;IRRIG;0;0;0.14
1;B4;IRRIG;0;0;0.14
1;B4;IRRIG;0;0;0.14
1;B4;NIRRIG;1;1;0.87
1;B4;NIRRIG;1;1;0.91
1;B4;NIRRIG;1;1;0.92
1;B4;NIRRIG;1;1;0.92
1;B4;NIRRIG;1;1;0.73
1;B4;NIRRIG;1;1;0.73
1;B4;NIRRIG;1;1;0.73
1;B4;NIRRIG;1;1;0.73
2;B3;IRRIG;0;0;0.03
2;B3;IRRIG;0;0;0.02
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.02
2;B3;IRRIG;0;0;0.06
2;B3;IRRIG;0;0;0.07
2;B3;IRRIG;0;0;0.06
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.26
3;B2;IRRIG;0;0;0.21
3;B2;IRRIG;0;0;0.2
3;B2;IRRIG;0;0;0.22
3;B2;NIRRIG;1;1;0.9
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;0;0.01
3;B2;NIRRIG;1;0;0.01
3;B2;NIRRIG;1;0;0.01
3;B2;NIRRIG;1;0;0.01
4;B1;IRRIG;0;0;0.1
4;B1;IRRIG;0;0;0.09
4;B1;IRRIG;0;0;0.02
4;B1;IRRIG;0;0;0.02
4;B1;IRRIG;0;1;0.71
4;B1;IRRIG;0;1;0.71
4;B1;IRRIG;0;1;0.71
4;B1;IRRIG;0;1;0.71
4;B1;NIRRIG;1;1;0.89
4;B1;NIRRIG;1;1;0.9
4;B1;NIRRIG;1;1;0.91
4;B1;NIRRIG;1;1;0.94
4;B1;NIRRIG;1;1;0.71
4;B1;NIRRIG;1;1;0.71
4;B1;NIRRIG;1;1;0.71
4;B1;NIRRIG;1;1;0.71
