fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.43
1;B4;IRRIG;0;0;0.42
1;B4;IRRIG;0;0;0.38
1;B4;IRRIG;0;0;0.32
1;B4;IRRIG;0;0;0.27
1;B4;IRRIG;0;0;0.25
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.07
1;B4;NIRRIG;1;1;0.89
1;B4;NIRRIG;1;1;0.95
1;B4;NIRRIG;1;1;0.96
1;B4;NIRRIG;1;1;0.96
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.01
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;IRRIG;0;0;0.0
2;B3;NIRRIG;1;1;0.97
2;B3;NIRRIG;1;1;0.97
2;B3;NIRRIG;1;1;0.97
2;B3;NIRRIG;1;1;0.97
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
2;B3;NIRRIG;1;1;1.0
3;B2;IRRIG;0;0;0.02
3;B2;IRRIG;0;0;0.02
3;B2;IRRIG;0;0;0.02
3;B2;IRRIG;0;0;0.02
3;B2;IRRIG;0;1;0.89
3;B2;IRRIG;0;1;0.87
3;B2;IRRIG;0;1;0.87
3;B2;IRRIG;0;1;0.87
3;B2;NIRRIG;1;1;0.94
3;B2;NIRRIG;1;1;0.94
3;B2;NIRRIG;1;1;0.96
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
3;B2;NIRRIG;1;1;0.99
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;IRRIG;0;0;0.0
4;B1;NIRRIG;1;0;0.34
4;B1;NIRRIG;1;0;0.38
4;B1;NIRRIG;1;1;0.8
4;B1;NIRRIG;1;1;0.86
4;B1;NIRRIG;1;1;0.99
4;B1;NIRRIG;1;1;0.99
4;B1;NIRRIG;1;1;0.99
4;B1;NIRRIG;1;1;0.99
