seed;fold;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
42;1;NIRRIG;1;1;1.0
42;1;NIRRIG;1;1;1.0
42;1;NIRRIG;1;1;0.99
42;1;IRRIG;0;0;0.29
42;1;IRRIG;0;0;0.2
42;1;IRRIG;0;0;0.08
42;1;NIRRIG;1;1;0.99
42;1;NIRRIG;1;1;0.99
42;1;IRRIG;0;0;0.05
42;1;IRRIG;0;0;0.05
42;1;IRRIG;0;0;0.04
42;1;NIRRIG;1;1;0.99
42;1;NIRRIG;1;1;0.76
42;1;NIRRIG;1;1;0.91
42;1;IRRIG;0;0;0.03
42;1;IRRIG;0;0;0.04
42;2;IRRIG;0;0;0.02
42;2;IRRIG;0;0;0.08
42;2;IRRIG;0;0;0.04
42;2;NIRRIG;1;1;1.0
42;2;NIRRIG;1;1;1.0
42;2;IRRIG;0;0;0.19
42;2;IRRIG;0;0;0.16
42;2;IRRIG;0;0;0.16
42;2;NIRRIG;1;0;0.39
42;2;NIRRIG;1;1;1.0
42;2;IRRIG;0;0;0.05
42;2;IRRIG;0;0;0.04
42;2;NIRRIG;1;1;1.0
42;2;NIRRIG;1;1;1.0
42;2;NIRRIG;1;1;0.79
42;2;NIRRIG;1;1;0.94
42;3;IRRIG;0;0;0.01
42;3;NIRRIG;1;1;1.0
42;3;NIRRIG;1;1;1.0
42;3;IRRIG;0;0;0.11
42;3;IRRIG;0;0;0.37
42;3;NIRRIG;1;0;0.28
42;3;NIRRIG;1;1;1.0
42;3;IRRIG;0;0;0.16
42;3;IRRIG;0;0;0.22
42;3;IRRIG;0;0;0.23
42;3;NIRRIG;1;1;1.0
42;3;NIRRIG;1;1;0.94
42;3;NIRRIG;1;1;0.95
42;3;IRRIG;0;0;0.0
42;3;IRRIG;0;0;0.04
42;3;NIRRIG;1;1;1.0
42;4;IRRIG;0;0;0.02
42;4;IRRIG;0;0;0.02
42;4;IRRIG;0;0;0.01
42;4;IRRIG;0;0;0.01
42;4;NIRRIG;1;1;1.0
42;4;NIRRIG;1;0;0.29
42;4;NIRRIG;1;0;0.19
42;4;NIRRIG;1;1;1.0
42;4;IRRIG;0;0;0.01
42;4;IRRIG;0;0;0.02
42;4;NIRRIG;1;1;1.0
42;4;IRRIG;0;0;0.0
42;4;IRRIG;0;0;0.05
42;4;NIRRIG;1;1;0.99
42;4;NIRRIG;1;1;0.78
42;4;NIRRIG;1;1;0.82
43;1;IRRIG;0;0;0.0
43;1;IRRIG;0;0;0.09
43;1;NIRRIG;1;1;0.99
43;1;IRRIG;0;0;0.03
43;1;NIRRIG;1;0;0.47
43;1;NIRRIG;1;0;0.45
43;1;IRRIG;0;0;0.03
43;1;IRRIG;0;0;0.19
43;1;IRRIG;0;0;0.1
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;1;IRRIG;0;0;0.16
43;1;IRRIG;0;0;0.16
43;1;NIRRIG;1;1;0.98
43;1;NIRRIG;1;1;0.75
43;2;IRRIG;0;0;0.02
43;2;IRRIG;0;0;0.01
43;2;IRRIG;0;0;0.02
43;2;IRRIG;0;0;0.01
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;1.0
43;2;IRRIG;0;0;0.23
43;2;NIRRIG;1;0;0.28
43;2;NIRRIG;1;1;0.59
43;2;NIRRIG;1;1;1.0
43;2;IRRIG;0;0;0.08
43;2;IRRIG;0;0;0.04
43;2;IRRIG;0;0;0.09
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;0.71
43;2;NIRRIG;1;1;0.85
43;3;IRRIG;0;0;0.0
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;1.0
43;3;IRRIG;0;0;0.22
43;3;IRRIG;0;0;0.3
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;1.0
43;3;IRRIG;0;0;0.06
43;3;IRRIG;0;0;0.02
43;3;IRRIG;0;0;0.02
43;3;IRRIG;0;0;0.11
43;3;IRRIG;0;0;0.12
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;0.95
43;4;IRRIG;0;0;0.08
43;4;NIRRIG;1;1;0.99
43;4;NIRRIG;1;1;1.0
43;4;IRRIG;0;0;0.21
43;4;IRRIG;0;0;0.16
43;4;IRRIG;0;0;0.25
43;4;IRRIG;0;0;0.23
43;4;IRRIG;0;0;0.11
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;0.94
43;4;NIRRIG;1;1;0.96
43;4;IRRIG;0;0;0.0
43;4;IRRIG;0;0;0.01
43;4;NIRRIG;1;1;0.99
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;0.99
44;1;IRRIG;0;0;0.01
44;1;NIRRIG;1;1;0.98
44;1;NIRRIG;1;1;0.98
44;1;NIRRIG;1;1;0.98
44;1;NIRRIG;1;1;0.98
44;1;NIRRIG;1;1;0.99
44;1;NIRRIG;1;1;0.99
44;1;IRRIG;0;0;0.06
44;1;IRRIG;0;0;0.25
44;1;IRRIG;0;0;0.27
44;1;NIRRIG;1;1;1.0
44;1;IRRIG;0;0;0.11
44;1;IRRIG;0;0;0.04
44;1;NIRRIG;1;1;0.99
44;1;IRRIG;0;0;0.01
44;1;IRRIG;0;0;0.01
44;2;IRRIG;0;0;0.02
44;2;IRRIG;0;0;0.03
44;2;NIRRIG;1;1;1.0
44;2;IRRIG;0;0;0.23
44;2;IRRIG;0;0;0.17
44;2;IRRIG;0;0;0.11
44;2;NIRRIG;1;1;1.0
44;2;NIRRIG;1;1;1.0
44;2;NIRRIG;1;1;1.0
44;2;IRRIG;0;0;0.19
44;2;IRRIG;0;0;0.12
44;2;NIRRIG;1;1;1.0
44;2;IRRIG;0;0;0.03
44;2;NIRRIG;1;1;1.0
44;2;NIRRIG;1;1;0.9
44;2;NIRRIG;1;1;0.96
44;3;IRRIG;0;0;0.1
44;3;IRRIG;0;0;0.03
44;3;IRRIG;0;0;0.0
44;3;IRRIG;0;0;0.14
44;3;NIRRIG;1;0;0.34
44;3;NIRRIG;1;0;0.42
44;3;IRRIG;0;0;0.03
44;3;IRRIG;0;0;0.18
44;3;NIRRIG;1;1;0.72
44;3;NIRRIG;1;1;0.9
44;3;NIRRIG;1;1;0.91
44;3;IRRIG;0;0;0.1
44;3;IRRIG;0;0;0.1
44;3;NIRRIG;1;1;1.0
44;3;NIRRIG;1;1;0.99
44;3;NIRRIG;1;1;0.88
44;4;IRRIG;0;0;0.0
44;4;IRRIG;0;0;0.08
44;4;NIRRIG;1;1;1.0
44;4;IRRIG;0;0;0.32
44;4;NIRRIG;1;0;0.35
44;4;NIRRIG;1;1;0.54
44;4;IRRIG;0;0;0.0
44;4;IRRIG;0;0;0.14
44;4;NIRRIG;1;1;1.0
44;4;NIRRIG;1;1;1.0
44;4;NIRRIG;1;1;1.0
44;4;IRRIG;0;0;0.01
44;4;IRRIG;0;0;0.02
44;4;IRRIG;0;0;0.04
44;4;NIRRIG;1;1;0.98
44;4;NIRRIG;1;1;0.76
45;1;IRRIG;0;0;0.03
45;1;IRRIG;0;0;0.0
45;1;NIRRIG;1;1;0.99
45;1;NIRRIG;1;1;0.99
45;1;NIRRIG;1;1;0.99
45;1;NIRRIG;1;1;0.99
45;1;IRRIG;0;0;0.1
45;1;NIRRIG;1;1;0.98
45;1;NIRRIG;1;1;1.0
45;1;NIRRIG;1;1;1.0
45;1;IRRIG;0;0;0.03
45;1;IRRIG;0;0;0.1
45;1;NIRRIG;1;1;1.0
45;1;IRRIG;0;0;0.0
45;1;IRRIG;0;0;0.01
45;1;IRRIG;0;0;0.1
45;2;IRRIG;0;0;0.18
45;2;IRRIG;0;0;0.08
45;2;NIRRIG;1;1;0.99
45;2;IRRIG;0;0;0.14
45;2;IRRIG;0;0;0.08
45;2;IRRIG;0;0;0.19
45;2;IRRIG;0;0;0.16
45;2;IRRIG;0;0;0.31
45;2;NIRRIG;1;1;1.0
45;2;NIRRIG;1;1;1.0
45;2;IRRIG;0;0;0.04
45;2;NIRRIG;1;1;0.89
45;2;NIRRIG;1;0;0.5
45;2;NIRRIG;1;1;0.51
45;2;NIRRIG;1;1;0.61
45;2;NIRRIG;1;1;0.62
45;3;IRRIG;0;0;0.1
45;3;NIRRIG;1;1;1.0
45;3;IRRIG;0;0;0.17
45;3;IRRIG;0;1;0.52
45;3;IRRIG;0;1;0.53
45;3;IRRIG;0;1;0.54
45;3;IRRIG;0;1;0.55
45;3;NIRRIG;1;0;0.49
45;3;NIRRIG;1;1;0.54
45;3;IRRIG;0;0;0.0
45;3;NIRRIG;1;1;0.99
45;3;NIRRIG;1;1;0.6
45;3;NIRRIG;1;1;0.8
45;3;NIRRIG;1;1;0.85
45;3;IRRIG;0;0;0.04
45;3;NIRRIG;1;1;1.0
45;4;IRRIG;0;0;0.03
45;4;IRRIG;0;0;0.03
45;4;IRRIG;0;0;0.02
45;4;NIRRIG;1;1;1.0
45;4;NIRRIG;1;1;1.0
45;4;IRRIG;0;0;0.02
45;4;NIRRIG;1;0;0.38
45;4;NIRRIG;1;0;0.44
45;4;NIRRIG;1;1;1.0
45;4;IRRIG;0;0;0.05
45;4;NIRRIG;1;1;1.0
45;4;IRRIG;0;0;0.0
45;4;IRRIG;0;0;0.08
45;4;IRRIG;0;0;0.11
45;4;NIRRIG;1;1;1.0
45;4;NIRRIG;1;1;1.0
46;1;IRRIG;0;0;0.11
46;1;IRRIG;0;0;0.08
46;1;IRRIG;0;0;0.04
