fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;1;0.83
1;B4;IRRIG;0;1;0.8
1;B4;IRRIG;0;1;0.78
1;B4;IRRIG;0;1;0.8
1;B4;IRRIG;0;1;0.66
1;B4;IRRIG;0;1;0.57
1;B4;IRRIG;0;1;0.55
1;B4;IRRIG;0;1;0.57
1;B4;NIRRIG;1;1;0.82
1;B4;NIRRIG;1;1;0.82
1;B4;NIRRIG;1;1;0.82
1;B4;NIRRIG;1;1;0.82
1;B4;NIRRIG;1;1;0.82
1;B4;NIRRIG;1;1;0.8
1;B4;NIRRIG;1;1;0.8
1;B4;NIRRIG;1;1;0.8
2;B3;IRRIG;0;0;0.12
2;B3;IRRIG;0;0;0.09
2;B3;IRRIG;0;0;0.1
2;B3;IRRIG;0;0;0.09
2;B3;IRRIG;0;0;0.14
2;B3;IRRIG;0;0;0.12
2;B3;IRRIG;0;0;0.12
2;B3;IRRIG;0;0;0.11
2;B3;NIRRIG;1;0;0.12
2;B3;NIRRIG;1;0;0.12
2;B3;NIRRIG;1;0;0.13
2;B3;NIRRIG;1;0;0.14
2;B3;NIRRIG;1;1;0.75
2;B3;NIRRIG;1;1;0.76
2;B3;NIRRIG;1;1;0.77
2;B3;NIRRIG;1;1;0.78
3;B2;IRRIG;0;0;0.21
3;B2;IRRIG;0;0;0.41
3;B2;IRRIG;0;0;0.37
3;B2;IRRIG;0;0;0.28
3;B2;IRRIG;0;0;0.42
3;B2;IRRIG;0;0;0.4
3;B2;IRRIG;0;0;0.33
3;B2;IRRIG;0;0;0.35
3;B2;NIRRIG;1;0;0.17
3;B2;NIRRIG;1;0;0.17
3;B2;NIRRIG;1;0;0.17
3;B2;NIRRIG;1;0;0.2
3;B2;NIRRIG;1;0;0.22
3;B2;NIRRIG;1;0;0.22
3;B2;NIRRIG;1;0;0.22
3;B2;NIRRIG;1;0;0.22
4;B1;IRRIG;0;1;0.54
4;B1;IRRIG;0;1;0.53
4;B1;IRRIG;0;1;0.52
4;B1;IRRIG;0;1;0.53
4;B1;IRRIG;0;0;0.49
4;B1;IRRIG;0;0;0.49
4;B1;IRRIG;0;0;0.49
4;B1;IRRIG;0;0;0.47
4;B1;NIRRIG;1;0;0.34
4;B1;NIRRIG;1;0;0.34
4;B1;NIRRIG;1;0;0.35
4;B1;NIRRIG;1;0;0.35
4;B1;NIRRIG;1;0;0.38
4;B1;NIRRIG;1;0;0.4
4;B1;NIRRIG;1;0;0.41
4;B1;NIRRIG;1;0;0.42
