fold;bloco;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.16
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.17
1;B4;IRRIG;0;0;0.17
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;1.0
1;B4;NIRRIG;1;1;0.71
1;B4;NIRRIG;1;1;0.71
1;B4;NIRRIG;1;1;0.72
1;B4;NIRRIG;1;1;0.7
2;B3;IRRIG;0;0;0.04
2;B3;IRRIG;0;0;0.04
2;B3;IRRIG;0;0;0.05
2;B3;IRRIG;0;0;0.05
2;B3;IRRIG;0;0;0.12
2;B3;IRRIG;0;0;0.12
2;B3;IRRIG;0;0;0.13
2;B3;IRRIG;0;0;0.14
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;0.98
2;B3;NIRRIG;1;1;0.98
3;B2;IRRIG;0;0;0.06
3;B2;IRRIG;0;0;0.06
3;B2;IRRIG;0;0;0.06
3;B2;IRRIG;0;0;0.06
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;IRRIG;0;0;0.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;1.0
3;B2;NIRRIG;1;1;0.74
3;B2;NIRRIG;1;1;0.76
3;B2;NIRRIG;1;1;0.77
3;B2;NIRRIG;1;1;0.77
4;B1;IRRIG;0;0;0.48
4;B1;IRRIG;0;0;0.43
4;B1;IRRIG;0;0;0.47
4;B1;IRRIG;0;0;0.47
4;B1;IRRIG;0;0;0.12
4;B1;IRRIG;0;0;0.12
4;B1;IRRIG;0;0;0.17
4;B1;IRRIG;0;0;0.16
4;B1;NIRRIG;1;0;0.07
4;B1;NIRRIG;1;0;0.07
4;B1;NIRRIG;1;0;0.07
4;B1;NIRRIG;1;0;0.07
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
4;B1;NIRRIG;1;1;1.0
