seed;fold;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
42;1;NIRRIG;1;1;0.91
42;1;NIRRIG;1;1;0.92
42;1;NIRRIG;1;1;0.76
42;1;IRRIG;0;0;0.0
42;1;IRRIG;0;0;0.0
42;1;IRRIG;0;0;0.15
42;1;NIRRIG;1;1;0.79
42;1;NIRRIG;1;1;0.68
42;1;IRRIG;0;0;0.06
42;1;IRRIG;0;0;0.04
42;1;IRRIG;0;0;0.02
42;1;NIRRIG;1;1;1.0
42;1;NIRRIG;1;1;1.0
42;1;NIRRIG;1;1;1.0
42;1;IRRIG;0;0;0.01
42;1;IRRIG;0;0;0.0
42;2;IRRIG;0;0;0.0
42;2;IRRIG;0;1;0.51
42;2;IRRIG;0;0;0.44
42;2;NIRRIG;1;1;0.91
42;2;NIRRIG;1;1;0.98
42;2;IRRIG;0;0;0.0
42;2;IRRIG;0;0;0.17
42;2;IRRIG;0;0;0.12
42;2;NIRRIG;1;1;0.97
42;2;NIRRIG;1;1;1.0
42;2;IRRIG;0;0;0.0
42;2;IRRIG;0;0;0.01
42;2;NIRRIG;1;1;0.98
42;2;NIRRIG;1;1;1.0
42;2;NIRRIG;1;1;0.98
42;2;NIRRIG;1;1;0.97
42;3;IRRIG;0;0;0.0
42;3;NIRRIG;1;1;0.99
42;3;NIRRIG;1;1;0.94
42;3;IRRIG;0;0;0.01
42;3;IRRIG;0;0;0.04
42;3;NIRRIG;1;1;0.93
42;3;NIRRIG;1;1;0.9
42;3;IRRIG;0;0;0.01
42;3;IRRIG;0;0;0.08
42;3;IRRIG;0;0;0.03
42;3;NIRRIG;1;1;1.0
42;3;NIRRIG;1;1;1.0
42;3;NIRRIG;1;1;1.0
42;3;IRRIG;0;0;0.0
42;3;IRRIG;0;0;0.01
42;3;NIRRIG;1;1;1.0
42;4;IRRIG;0;0;0.07
42;4;IRRIG;0;0;0.0
42;4;IRRIG;0;0;0.17
42;4;IRRIG;0;0;0.3
42;4;NIRRIG;1;1;0.93
42;4;NIRRIG;1;1;0.98
42;4;NIRRIG;1;1;0.98
42;4;NIRRIG;1;1;0.91
42;4;IRRIG;0;0;0.0
42;4;IRRIG;0;0;0.02
42;4;NIRRIG;1;1;1.0
42;4;IRRIG;0;0;0.01
42;4;IRRIG;0;0;0.02
42;4;NIRRIG;1;1;1.0
42;4;NIRRIG;1;1;0.97
42;4;NIRRIG;1;1;0.96
43;1;IRRIG;0;0;0.01
43;1;IRRIG;0;0;0.33
43;1;NIRRIG;1;1;0.97
43;1;IRRIG;0;0;0.01
43;1;NIRRIG;1;1;0.96
43;1;NIRRIG;1;1;0.97
43;1;IRRIG;0;0;0.01
43;1;IRRIG;0;0;0.0
43;1;IRRIG;0;0;0.0
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;1;IRRIG;0;0;0.02
43;1;IRRIG;0;0;0.02
43;1;NIRRIG;1;1;1.0
43;1;NIRRIG;1;1;1.0
43;2;IRRIG;0;0;0.02
43;2;IRRIG;0;0;0.0
43;2;IRRIG;0;0;0.25
43;2;IRRIG;0;0;0.21
43;2;NIRRIG;1;1;0.97
43;2;NIRRIG;1;1;0.93
43;2;IRRIG;0;0;0.0
43;2;NIRRIG;1;1;0.91
43;2;NIRRIG;1;1;0.98
43;2;NIRRIG;1;1;0.96
43;2;IRRIG;0;0;0.03
43;2;IRRIG;0;0;0.01
43;2;IRRIG;0;0;0.04
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;1.0
43;2;NIRRIG;1;1;0.96
43;3;IRRIG;0;0;0.09
43;3;NIRRIG;1;1;0.99
43;3;NIRRIG;1;1;0.79
43;3;NIRRIG;1;1;0.93
43;3;IRRIG;0;0;0.1
43;3;IRRIG;0;0;0.05
43;3;NIRRIG;1;1;0.6
43;3;NIRRIG;1;1;0.61
43;3;NIRRIG;1;1;0.57
43;3;IRRIG;0;0;0.01
43;3;IRRIG;0;0;0.0
43;3;IRRIG;0;0;0.0
43;3;IRRIG;0;0;0.05
43;3;IRRIG;0;0;0.05
43;3;NIRRIG;1;1;1.0
43;3;NIRRIG;1;1;1.0
43;4;IRRIG;0;0;0.09
43;4;NIRRIG;1;1;0.97
43;4;NIRRIG;1;1;0.92
43;4;IRRIG;0;0;0.0
43;4;IRRIG;0;0;0.0
43;4;IRRIG;0;0;0.14
43;4;IRRIG;0;0;0.12
43;4;IRRIG;0;0;0.02
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;0.99
43;4;NIRRIG;1;1;1.0
43;4;IRRIG;0;0;0.0
43;4;IRRIG;0;0;0.0
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;1.0
43;4;NIRRIG;1;1;1.0
44;1;IRRIG;0;0;0.01
44;1;NIRRIG;1;1;0.79
44;1;NIRRIG;1;1;0.79
44;1;NIRRIG;1;1;0.79
44;1;NIRRIG;1;1;0.83
44;1;NIRRIG;1;1;0.68
44;1;NIRRIG;1;1;0.87
44;1;IRRIG;0;0;0.0
44;1;IRRIG;0;0;0.07
44;1;IRRIG;0;0;0.07
44;1;NIRRIG;1;1;0.78
44;1;IRRIG;0;0;0.0
44;1;IRRIG;0;0;0.0
44;1;NIRRIG;1;1;1.0
44;1;IRRIG;0;0;0.0
44;1;IRRIG;0;0;0.0
44;2;IRRIG;0;0;0.04
44;2;IRRIG;0;0;0.12
44;2;NIRRIG;1;1;0.95
44;2;IRRIG;0;0;0.0
44;2;IRRIG;0;0;0.0
44;2;IRRIG;0;0;0.23
44;2;NIRRIG;1;1;0.66
44;2;NIRRIG;1;1;0.66
44;2;NIRRIG;1;1;0.66
44;2;IRRIG;0;0;0.08
44;2;IRRIG;0;0;0.08
44;2;NIRRIG;1;1;1.0
44;2;IRRIG;0;0;0.0
44;2;NIRRIG;1;1;1.0
44;2;NIRRIG;1;1;1.0
44;2;NIRRIG;1;1;1.0
44;3;IRRIG;0;0;0.07
44;3;IRRIG;0;0;0.43
44;3;IRRIG;0;0;0.4
44;3;IRRIG;0;0;0.0
44;3;NIRRIG;1;1;0.97
44;3;NIRRIG;1;1;0.97
44;3;IRRIG;0;0;0.02
44;3;IRRIG;0;0;0.01
44;3;NIRRIG;1;1;1.0
44;3;NIRRIG;1;1;1.0
44;3;NIRRIG;1;1;1.0
44;3;IRRIG;0;0;0.02
44;3;IRRIG;0;0;0.02
44;3;NIRRIG;1;1;0.99
44;3;NIRRIG;1;1;1.0
44;3;NIRRIG;1;1;0.92
44;4;IRRIG;0;0;0.0
44;4;IRRIG;0;0;0.35
44;4;NIRRIG;1;1;0.93
44;4;IRRIG;0;0;0.05
44;4;NIRRIG;1;1;0.93
44;4;NIRRIG;1;1;0.99
44;4;IRRIG;0;0;0.0
44;4;IRRIG;0;0;0.0
44;4;NIRRIG;1;1;1.0
44;4;NIRRIG;1;1;1.0
44;4;NIRRIG;1;1;1.0
44;4;IRRIG;0;0;0.0
44;4;IRRIG;0;0;0.0
44;4;IRRIG;0;0;0.0
44;4;NIRRIG;1;1;1.0
44;4;NIRRIG;1;1;0.99
45;1;IRRIG;0;0;0.0
45;1;IRRIG;0;0;0.07
45;1;NIRRIG;1;1;0.92
45;1;NIRRIG;1;1;0.93
45;1;NIRRIG;1;1;0.95
45;1;NIRRIG;1;1;0.86
45;1;IRRIG;0;0;0.0
45;1;NIRRIG;1;1;0.61
45;1;NIRRIG;1;1;0.6
45;1;NIRRIG;1;0;0.49
45;1;IRRIG;0;0;0.01
45;1;IRRIG;0;0;0.04
45;1;NIRRIG;1;1;1.0
45;1;IRRIG;0;0;0.0
45;1;IRRIG;0;0;0.0
45;1;IRRIG;0;0;0.04
45;2;IRRIG;0;0;0.45
45;2;IRRIG;0;0;0.39
45;2;NIRRIG;1;1;0.95
45;2;IRRIG;0;0;0.0
45;2;IRRIG;0;0;0.0
45;2;IRRIG;0;0;0.0
45;2;IRRIG;0;0;0.01
45;2;IRRIG;0;0;0.01
45;2;NIRRIG;1;1;1.0
45;2;NIRRIG;1;1;1.0
45;2;IRRIG;0;0;0.02
45;2;NIRRIG;1;1;0.99
45;2;NIRRIG;1;1;0.78
45;2;NIRRIG;1;1;0.78
45;2;NIRRIG;1;1;0.78
45;2;NIRRIG;1;1;0.78
45;3;IRRIG;0;0;0.06
45;3;NIRRIG;1;1;0.97
45;3;IRRIG;0;0;0.0
45;3;IRRIG;0;0;0.5
45;3;IRRIG;0;0;0.42
45;3;IRRIG;0;0;0.37
45;3;IRRIG;0;0;0.38
45;3;NIRRIG;1;1;0.96
45;3;NIRRIG;1;1;0.96
45;3;IRRIG;0;0;0.02
